0.163,-0.00001
0.165,-0.00001
0.164,-0.00001
0.166,-0.00001
0.428,-0.00001
0.428,-0.00001
0.429,-0.00001
0.429,-0.00001
0.429,-0.00001
0.432,-0.00001
0.432,-0.00001
0.433,-0.00001
0.432,-0.00001
0.432,-0.00001
0.433,-0.00001
0.433,-0.00001
0.432,-0.00001
0.436,-0.00001
0.437,-0.00001
0.436,-0.00001
0.437,-0.00001
0.437,-0.00001
0.443,-0.00001
0.439,-0.00001
0.437,-0.00001
0.428,-0.00001
0.427,-0.00001
0.424,-0.00001
0.423,-0.00001
0.435,-0.00001
0.438,-0.00001
0.496,-0.00001
0.498,-0.00001
0.498,-0.00001
0.503,-0.00001
0.525,-0.00001
0.523,-0.00001
0.578,-0.00001
0.608,-0.00001
0.635,-0.00001
0.680,-0.00001
0.753,-0.00001
0.878,-0.00001
0.905,-0.00001
0.910,-0.00001
0.909,-0.00001
0.912,-0.00001
0.912,-0.00001
0.917,-0.00001
0.931,-0.00001
0.967,-0.00001
1.035,-0.00001
1.097,-0.00001
1.100,-0.00001
1.113,-0.00001
1.113,-0.00001
1.113,-0.00001
1.113,-0.00001
1.116,0.00000
1.123,0.00000
1.124,-0.00001
1.125,0.00000
1.271,0.00008
1.295,0.00008
1.301,0.00009
1.469,0.00035
1.501,0.00037
1.528,0.00040
1.529,0.00040
1.530,0.00040
1.530,0.00040
1.530,0.00040
1.530,0.00039
1.526,0.00044
1.561,0.00044
1.559,0.00046
1.568,0.00049
1.591,0.00049
1.588,0.00049
1.594,0.00055
1.622,0.00055
1.625,0.00056
1.640,0.00067
1.759,0.00114
1.962,0.00113
1.981,0.00119
1.988,0.00120
1.990,0.00120
1.991,0.00122
1.998,0.00122
2.002,0.00123
1.999,0.00123
2.001,0.00122
2.002,0.00128
2.021,0.00129
2.022,0.00128
2.018,0.00128
2.020,0.00129
2.020,0.00128
2.021,0.00129
2.021,0.00129
2.019,0.00129
2.022,0.00128
2.020,0.00128
2.019,0.00128
2.018,0.00128
2.018,0.00128
2.019,0.00128
